Kingdom,Phylum,Class,Order,Family,Genus,Species
Animalia,Arthropoda,Insecta,Diptera,Fanniidae,Fannia,Fannia canicularis
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Copromyza,Copromyza stercoraria
Animalia,Arthropoda,Insecta,Coleoptera,Elmidae,Riolus,Riolus subviolaceus
Animalia,Annelida,Clitellata,Tubificida,Naididae,Specaria,Specaria josinae
Animalia,Arthropoda,Insecta,Diptera,Sciomyzidae,Tetanocera,Tetanocera ferruginea
Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Melinda,Melinda viridicyanea
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Synorthocladius,Synorthocladius semivirens
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladius,Orthocladius musester
Animalia,Arthropoda,Insecta,Diptera,Anthomyzidae,Anthomyza,Anthomyza collini
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Platycheirus,Platycheirus albimanus
Animalia,Arthropoda,Insecta,Diptera,Pipunculidae,Chalarus,Chalarus spurius
Animalia,Arthropoda,Insecta,Diptera,Platypezidae,Protoclythia,Protoclythia rufa
Animalia,Arthropoda,Insecta,Diptera,Dixidae,Dixella,Dixella amphibia
Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Chrysobothris,Chrysobothris analis
Animalia,Arthropoda,Insecta,Diptera,Pallopteridae,Toxonevra,Toxonevra muliebris
Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma flavipalpis
Animalia,Arthropoda,Branchiopoda,Anomopoda,Chydoridae,Alona,Alona affinis
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia fusca
Animalia,Arthropoda,Branchiopoda,Anomopoda,Eurycercidae,Eurycercus,Eurycercus lamellatus
Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Gymnopternus,Gymnopternus celer
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Myathropa,Myathropa florea
Animalia,Arthropoda,Insecta,Coleoptera,Geotrupidae,Geotrupes,Geotrupes spiniger
Animalia,Arthropoda,Insecta,Diptera,Empididae,Chelifera,Chelifera precatoria
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Psychoda,Psychoda crassipenis
Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Hermetia,Hermetia illucens
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Ocalea,Ocalea concolor
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum nubifer
Animalia,Arthropoda,Insecta,Trichoptera,Apataniidae,Apatania,Apatania vepsica
Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula trigona
Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Beris,Beris vallata
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Smittia,Smittia contingens
Animalia,Arthropoda,Insecta,Diptera,Phoridae,Megaselia,Megaselia longifurca
Animalia,Arthropoda,Collembola,Symphypleona,Dicyrtomidae,Dicyrtomina,Dicyrtomina saundersi
Animalia,Annelida,Clitellata,Tubificida,Naididae,Ilyodrilus,Ilyodrilus templetoni
Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Lordiphosa,Lordiphosa andalusiaca
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Quedius,Quedius semiobscurus
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Peripsychoda,Peripsychoda auriculata
Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Lissonotus,Lissonotus flavocinctus
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tasgius,Tasgius morsitans
Animalia,Arthropoda,Insecta,Diptera,Opomyzidae,Opomyza,Opomyza florum
Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Hydrellia,Hydrellia thoracica
Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma flavescens
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Helina,Helina reversio
Animalia,Arthropoda,Insecta,Diptera,Phoridae,Megaselia,Megaselia ruficornis
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Melinopterus,Melinopterus consputus
Animalia,Arthropoda,Insecta,Diptera,Scatopsidae,Thripomorpha,Thripomorpha cooki
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Longitarsus,Longitarsus pratensis
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dromius,Dromius quadrimaculatus
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Allolobophora,Allolobophora chlorotica
Animalia,Arthropoda,Insecta,Diptera,Heleomyzidae,Tephrochlamys,Tephrochlamys flavipes
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus,Cricotopus tricinctus
Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Leptocerus,Leptocerus tineiformis
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Octolasion,Octolasion tyrtaeum
Animalia,Arthropoda,Collembola,Entomobryomorpha,Tomoceridae,Pogonognathellus,Pogonognathellus longicornis
Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Parydra,Parydra coarctata
Animalia,Annelida,Clitellata,Crassiclitellata,Sparganophilidae,Sparganophilus,Sparganophilus eiseni
Animalia,Arthropoda,Insecta,Diptera,Ptychopteridae,Ptychoptera,Ptychoptera contaminata
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Rhipidia,Rhipidia maculata
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Psectrocladius,Psectrocladius platypus
Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Culicoides,Culicoides leucostictus
Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilus,Limnephilus marmoratus
Animalia,Arthropoda,Insecta,Coleoptera,Scirtidae,Contacyphon,Contacyphon ruficeps
Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Halesus,Halesus radiatus
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Episyrphus,Episyrphus balteatus
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culiseta,Culiseta annulata
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Hebecnema,Hebecnema fumosa
Animalia,Arthropoda,Arachnida,Opiliones,Phalangiidae,Opilio,Opilio saxatilis
Animalia,Arthropoda,Insecta,Diptera,Fanniidae,Fannia,Fannia gotlandica
Animalia,Arthropoda,Insecta,Diptera,Phoridae,Megaselia,Megaselia pleuralis
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Spelobia,Spelobia palmata
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Hydrotaea,Hydrotaea armipes
Animalia,Arthropoda,Insecta,Diptera,Empididae,Dolichocephala,Dolichocephala oblongoguttata
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,Procladius crassinervis
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Ulomyia,Ulomyia fuliginosa
Animalia,Annelida,Clitellata,Tubificida,Naididae,Nais,Nais alpina
Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,Simulium lundstromi
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Pericoma,Pericoma fallax
Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Cunctochrysa,Cunctochrysa albolineata
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Leistus,Leistus spinibarbis
Animalia,Arthropoda,Insecta,Plecoptera,Capniidae,Zwicknia,Zwicknia bifrons
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Ilybius,Ilybius fuliginosus
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,Lumbricus rubellus CEA
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Ocypus,Ocypus olens
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Psylliodes,Psylliodes napi
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus tentans
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Cladotanytarsus,Cladotanytarsus mancus
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Hebecnema,Hebecnema umbratica
Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Euleia,Euleia heraclei
Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Hydrellia,Hydrellia albilabris
Animalia,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Paracyclops,Paracyclops fimbriatus
Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula parallela
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Quedius,Quedius scitus
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Psychoda,Psychoda satchelli
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Conchapelopia,Conchapelopia hittmairorum
Animalia,Arthropoda,Insecta,Plecoptera,Perlodidae,Isoperla,Isoperla grammatica
Animalia,Arthropoda,Insecta,Diptera,Empididae,Empis,Empis caudatula
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Cryptochironomus,Cryptochironomus rostratus
Animalia,Arthropoda,Insecta,Diptera,Asteiidae,Asteia,Asteia amoena
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Lesteva,Lesteva sicula
Animalia,Arthropoda,Insecta,Diptera,Dryomyzidae,Dryomyza,Dryomyza anilis
Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Chorisops,Chorisops nagatomii
Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Microchrysa,Microchrysa polita
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus melanarius
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Hydrotaea,Hydrotaea dentipes
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Pericoma,Pericoma diversa
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus luridus
Animalia,Arthropoda,Collembola,Entomobryomorpha,Isotomidae,Vertagopus,Vertagopus arboreus
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Euphylidorea,Euphylidorea meigenii
Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Liancalus,Liancalus virens
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Endochironomus,Endochironomus albipennis
Animalia,Arthropoda,Insecta,Neuroptera,Hemerobiidae,Hemerobius,Hemerobius stigma
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,Tanytarsus usmaensis
Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Lucilia,Lucilia caesar
Animalia,Arthropoda,Insecta,Diptera,Heleomyzidae,Suillia,Suillia variegata
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Molophilus,Molophilus ochraceus
Animalia,Rotifera,Eurotatoria,Ploima,Brachionidae,Keratella,Keratella quadrata
Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilus,Limnephilus extricatus
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Tonnoiriella,Tonnoiriella pulchra
Animalia,Arthropoda,Insecta,Diptera,Chloropidae,Dicraeus,Dicraeus vagans
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Tanypus,Tanypus punctipennis
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscus,Dytiscus marginalis
Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Hydrellia,Hydrellia porphyrops
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Symplecta,Symplecta stictica
Animalia,Arthropoda,Insecta,Diptera,Fanniidae,Fannia,Fannia manicata
Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Philygria,Philygria vittipennis
Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Hoplia,Hoplia philanthus
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,Polypedilum nubeculosum
Animalia,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma hirtum
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Agabus,Agabus paludosus
Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Agabus,Agabus biguttatus
Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Liocoris,Liocoris tripustulatus
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,Harpalus affinis
Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Megasternum,Megasternum concinnum
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Psychoda,Psychoda phalaenoides
Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Phryxe,Phryxe pecosensis
Animalia,Arthropoda,Insecta,Diptera,Asteiidae,Asteia,Asteia beata
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus melanescens
Animalia,Arthropoda,Insecta,Diptera,Platypezidae,Protoclythia,Protoclythia modesta
Animalia,Arthropoda,Insecta,Diptera,Sepsidae,Themira,Themira superba
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Hydrotaea,Hydrotaea meteorica
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Metriocnemus,Metriocnemus eurynotus
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Philonthus,Philonthus cognatus
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Dicrotendipes,Dicrotendipes lobiger
Animalia,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Ephemera,Ephemera danica
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Arctopelopia,Arctopelopia griseipennis
Animalia,Arthropoda,Insecta,Coleoptera,Kateretidae,Brachypterus,Brachypterus glaber
Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Galerucella,Galerucella lineola
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,Procladius imicola
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Corynoneura,Corynoneura gratias
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Anchomenus,Anchomenus dorsalis
Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,Haliplus lineatocollis
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Riponnensia,Riponnensia splendens
Animalia,Arthropoda,Insecta,Diptera,Chloropidae,Elachiptera,Elachiptera cornuta
Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Vanoyia,Vanoyia tenuicornis
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Omalium,Omalium rugatum
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Polydrusus,Polydrusus cervinus
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Quedius,Quedius maurorufus
Animalia,Arthropoda,Insecta,Diptera,Lauxaniidae,Sapromyza,Sapromyza sexpunctata
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Austrolimnophila,Austrolimnophila ochracea
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Parachironomus,Parachironomus gracilior
Animalia,Arthropoda,Insecta,Diptera,Lauxaniidae,Calliopum,Calliopum elisae
Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis horaria
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Octolasion,Octolasion tyrtaeum CEB
Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Nemotelus,Nemotelus uliginosus
Animalia,Arthropoda,Insecta,Raphidioptera,Raphidiidae,Phaeostigma,Phaeostigma notatum
Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex quinquefasciatus
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Cheilosia,Cheilosia albitarsis
Animalia,Arthropoda,Insecta,Diptera,Sarcophagidae,Sarcophaga,Sarcophaga haemorrhoa
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Ocys,Ocys harpaloides
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Camptocladius,Camptocladius stercorarius
Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Hylemya,Hylemya urbica
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Tanytarsus,Tanytarsus sylvaticus
Animalia,Arthropoda,Insecta,Diptera,Dryomyzidae,Dryomyza,Dryomyza flaveola
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Paracladopelma,Paracladopelma camptolabis
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Phylidorea,Phylidorea ferruginea
Animalia,Arthropoda,Insecta,Diptera,Sarcophagidae,Sarcophaga,Sarcophaga carnaria
Animalia,Annelida,Clitellata,Tubificida,Naididae,Potamothrix,Potamothrix bedoti CEB
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Lesteva,Lesteva longoelytrata
Animalia,Arthropoda,Insecta,Diptera,Sciomyzidae,Coremacera,Coremacera marginata
Animalia,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Diacyclops,Diacyclops bisetosus
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Aporrectodea,Aporrectodea rosea
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Phaonia,Phaonia rufipalpis
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Dropephylla,Dropephylla ioptera
Animalia,Arthropoda,Insecta,Psocodea,Caeciliusidae,Valenzuela,Valenzuela burmeisteri
Animalia,Annelida,Clitellata,Tubificida,Naididae,Potamothrix,Potamothrix heuscheri
Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Beris,Beris chalybata
Animalia,Arthropoda,Insecta,Diptera,Lonchopteridae,Lonchoptera,Lonchoptera lutea
Animalia,Arthropoda,Insecta,Diptera,Phoridae,Megaselia,Megaselia rufipes
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Coenosia,Coenosia testacea
Animalia,Arthropoda,Insecta,Coleoptera,Silphidae,Ablattaria,Ablattaria laevigata
Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,Ptinus,Ptinus fur
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Dromius,Dromius meridionalis
Animalia,Arthropoda,Insecta,Diptera,Empididae,Rhamphomyia,Rhamphomyia crassirostris
Animalia,Arthropoda,Insecta,Coleoptera,Salpingidae,Rabocerus,Rabocerus gabrieli
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Azelia,Azelia nebulosa
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Olophrum,Olophrum latum
Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Malthodes,Malthodes marginatus
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Metriocnemus,Metriocnemus knabi
Animalia,Arthropoda,Insecta,Diptera,Chloropidae,Lasiosina,Lasiosina cinctipes
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Xenochironomus,Xenochironomus xenolabis
Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,Simulium intermedium
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,Lumbricus rubellus
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Paratanytarsus,Paratanytarsus bituberculatus
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus curabilis
Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Argyra,Argyra perplexa
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Pseudolimnophila,Pseudolimnophila lucorum
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Corynoneura,Corynoneura carriana
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Glyptotendipes,Glyptotendipes lobiferus
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Buchholzia,Buchholzia fallax
Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Calythea,Calythea nigricans
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Rheotanytarsus,Rheotanytarsus muscicola
Animalia,Arthropoda,Insecta,Trichoptera,Sericostomatidae,Notidobia,Notidobia ciliaris
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Quedius,Quedius nitipennis
Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Sympycnus,Sympycnus pulicarius
Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Pegomya,Pegomya bicolor
Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila subobscura
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,Amara aenea
Animalia,Arthropoda,Insecta,Diptera,Phoridae,Phora,Phora bullata
Animalia,Arthropoda,Insecta,Diptera,Chloropidae,Oscinella,Oscinella nigerrima
Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Hercostomus,Hercostomus nanus
Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Polydrusus,Polydrusus formosus
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Liogluta,Liogluta alpestris
Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,Simulium vernum
Animalia,Arthropoda,Diplopoda,Chordeumatida,Craspedosomatidae,Nanogona,Nanogona polydesmoides
Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Gymnopternus,Gymnopternus aerosus
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Dicrotendipes,Dicrotendipes pulsus
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Aporrectodea,Aporrectodea caliginosa
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Omalium,Omalium rivulare
Animalia,Arthropoda,Insecta,Coleoptera,Scirtidae,Microcara,Microcara testacea
Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Leucophenga,Leucophenga maculata
Animalia,Arthropoda,Insecta,Diptera,Hybotidae,Platypalpus,Platypalpus longicornis
Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Philygria,Philygria interstincta
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Anthobium,Anthobium unicolor
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Pericoma,Pericoma nielseni
Animalia,Arthropoda,Insecta,Mecoptera,Panorpidae,Panorpa,Panorpa germanica
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Melanogaster,Melanogaster hirtella
Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Megarthrus,Megarthrus depressus
Animalia,Annelida,Clitellata,Tubificida,Naididae,Nais,Nais stolci
Animalia,Annelida,Clitellata,Tubificida,Naididae,Limnodrilus,Limnodrilus claparedeianus
Animalia,Arthropoda,Insecta,Diptera,Empididae,Hemerodromia,Hemerodromia raptoria
Animalia,Arthropoda,Insecta,Diptera,Mycetophilidae,Allodia,Allodia ornaticollis
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Pericoma,Pericoma blandula
Animalia,Arthropoda,Insecta,Diptera,Scathophagidae,Cosmetopus,Cosmetopus longus
Animalia,Arthropoda,Insecta,Diptera,Chloropidae,Oscinella,Oscinella frit
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Cryptochironomus,Cryptochironomus albofasciatus
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Phthitia,Phthitia plumosula
Animalia,Arthropoda,Insecta,Psocodea,Elipsocidae,Elipsocus,Elipsocus hyalinus
Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Delia,Delia florilega
Animalia,Arthropoda,Insecta,Ephemeroptera,Baetidae,Procloeon,Procloeon pennulatum
Animalia,Annelida,Clitellata,Tubificida,Naididae,Chaetogaster,Chaetogaster diastrophus
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Didea,Didea fasciata
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia cinerascens
Animalia,Arthropoda,Insecta,Diptera,Ptychopteridae,Ptychoptera,Ptychoptera albimana
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Helophilus,Helophilus pendulus
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Polietes,Polietes lardarius
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Aporrectodea,Aporrectodea longa
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Helina,Helina trivittata
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Gonomyia,Gonomyia abscondita
Animalia,Arthropoda,Insecta,Diptera,Fanniidae,Fannia,Fannia vesparia
Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,Oedemera,Oedemera femoralis
Animalia,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Murchieona,Murchieona minuscula
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Helius,Helius flavus
Animalia,Arthropoda,Insecta,Diptera,Fanniidae,Fannia,Fannia similis
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Psychoda,Psychoda lativentris
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Paraphaenocladius,Paraphaenocladius impensus
Animalia,Arthropoda,Insecta,Diptera,Scathophagidae,Scathophaga,Scathophaga inquinata
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia chorea
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Clogmia,Clogmia albipunctata
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Fridericia,Fridericia perrieri CEA
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Micropsectra,Micropsectra klinki
Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Fridericia,Fridericia eiseni
Animalia,Arthropoda,Insecta,Diptera,Anisopodidae,Sylvicola,Sylvicola cinctus
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Molophilus,Molophilus obscurus
Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Apertochrysa,Apertochrysa prasina
Animalia,Arthropoda,Insecta,Coleoptera,Silphidae,Nicrophorus,Nicrophorus vespilloides
Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Palpomyia,Palpomyia citrinipes
Animalia,Arthropoda,Insecta,Coleoptera,Oedemeridae,Oedemera,Oedemera lurida
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Bembidion,Bembidion obtusum
Animalia,Arthropoda,Insecta,Coleoptera,Laemophloeidae,Cryptolestes,Cryptolestes corticinus
Animalia,Arthropoda,Insecta,Diptera,Muscidae,Helina,Helina lasiophthalma
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Metriocnemus,Metriocnemus fuscipes
Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila picta
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Amara,Amara similata
Animalia,Arthropoda,Insecta,Diptera,Empididae,Chelifera,Chelifera trapezina
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,Harpalus rubripes
Animalia,Arthropoda,Insecta,Diptera,Anthomyiidae,Pegoplata,Pegoplata aestiva
Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Scybalicus,Scybalicus oblongiusculus
Animalia,Arthropoda,Insecta,Diptera,Fanniidae,Fannia,Fannia lepida
Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Spelobia,Spelobia talparum
Animalia,Arthropoda,Insecta,Coleoptera,Haliplidae,Haliplus,Haliplus ruficollis
Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioconopa,Erioconopa diuturna
Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Baccha,Baccha elongata
Animalia,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Neopycnodonte,Neopycnodonte cochlear
Animalia,Arthropoda,Insecta,Diptera,Phoridae,Diplonevra,Diplonevra nitidula
Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Panimerus,Panimerus notabilis
